Title,Author,PublishedAt,Description,URL
"Former Blizzard boss says ""the only thing bigger"" than Sony buying FromSoftware would be if it bought Valve or Nintendo",issythefreelancer@gmail.com (Issy van der Velde),2024-11-20T14:16:53Z,"It would be a ""top two acquisition in video gaming""",https://www.gamesradar.com/games/rpg/former-blizzard-boss-says-the-only-thing-bigger-than-sony-buying-fromsoftware-would-be-if-it-bought-valve-or-nintendo/
ecbeingのエンジニアが「Microsoft Top Partner Engineer Award ＜AI＞」を受賞,,2024-11-15T13:40:01Z,"[株式会社ecbeing ]
[画像1: https://prcdn.freetls.fastly.net/release_image/7074/131/7074-131-531c245246bc721a9d193e825a139e82-800x450.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&...",https://prtimes.jp/main/html/rd/p/000000131.000007074.html
LumAppsウェビナー開催のお知らせ：AI搭載の次世代型社内ポータルを徹底解説,,2024-11-07T04:40:02Z,"[LumApps 株式会社]
[画像: https://prcdn.freetls.fastly.net/release_image/54452/34/54452-34-0e65cb23ea9a90a1a0092d96f912e76f-2066x1022.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&amp...",https://prtimes.jp/main/html/rd/p/000000034.000054452.html
Microsoft’s profit rises to $24.7bn in Q3 2024,Justice Okamgba,2024-10-31T03:15:31Z,"Microsoft Corporation increased its profit by 11 per cent year-on-year to $24.7bn for the third quarter ending 30th September 2024, driven by robust growth in its cloud and productivity businesses. The company’s financial results, released on Wednesday, revea…",https://punchng.com/microsofts-profit-rises-to-24-7bn-in-q3-2024/
CData Software Japan、Azure Marketplace でETL / ELT ツール『CData Sync』の日本語版をリリース,,2024-11-07T01:00:00Z,"[CData]
[画像1: https://prcdn.freetls.fastly.net/release_image/17545/258/17545-258-9e54a9fd8faafa537da755f126ea5c2f-1200x675.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&a...",https://prtimes.jp/main/html/rd/p/000000258.000017545.html
Netskope、Microsoftと提携し、高度なSSE機能をエンタープライズ顧客に提供,Netskope Japan株式会社,2024-11-20T05:15:03Z,"[Netskope Japan株式会社]
本リリースは、米国 Netskope, Inc.が 2024 年 11 月 19日（現地時間）に発表した英文リリース(https://www.netskope.com/press-releases/netskope-partners-with-microsoft-to-offer-enterprise-customers-advan...",https://prtimes.jp/main/html/rd/p/000000034.000137550.html
Indian central bank to take on global IT giants – media,RT,2024-11-18T12:47:23Z,The Reserve Bank of India is working on its own cloud infrastructure to safeguard the nation’s financial data from foreign companies Read Full Article at RT.com,https://www.rt.com/india/607825-indian-central-bank-cloud-platform/
The hurdle to turning OpenAI into a for-profit company: Deciding what it’s worth,Alexis Keenan,2024-10-28T10:57:34Z,"OpenAI and its biggest backer Microsoft are discussing how to divide up the spoils of the AI upstart when it becomes a for-profit company, but agreeing on a ...",https://finance.yahoo.com/news/the-hurdle-to-turning-openai-into-a-for-profit-company-deciding-what-its-worth-105734637.html
Microsoft launches Copilot Analytics,breakingthenews.net,2024-11-19T14:34:58Z,"Microsoft Corporation revealed on Tuesday at its ""Microsoft Ignite"" event that Copilot Analytics, envisioned to measure artificial intelligence (AI) impact on a customer's business. ""Copilot Analytics...",https://biztoc.com/x/7552d4d294c5eaad
シナモンAI、「Super RAG(TM) on Azure」をMicrosoft Azure Marketplaceで2025年1月末より販売開始,,2024-11-21T05:40:01Z,"[シナモンAI]
[画像1: https://prcdn.freetls.fastly.net/release_image/28252/101/28252-101-22dd8ed7cdd1aa61be6a019c84f3dd45-1200x800.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&a...",https://prtimes.jp/main/html/rd/p/000000101.000028252.html
Meet America’s Best Employers For Engineers 2025,"Heather Newman, Senior Contributor, 
 Heather Newman, Senior Contributor
 https://www.forbes.com/sites/hnewman/",2024-11-20T14:55:48Z,"The companies on our inaugural list of the best employers for engineers are offering workers challenging projects, generous pay, and a wide range of benefits.",https://www.forbes.com/sites/hnewman/2024/11/20/meet-americas-best-employers-for-engineers-2025/
Here Are the Winners of the 2024 Annual Adcolor Awards,Kyle O’Brien,2024-11-18T13:16:18Z,"In a star-studded, celebratory evening, Adcolor, an organization dedicated to celebrating and promoting diversity in the creative industries, announced the winners of its 18th Annual Adcolor Awards. The show, held in Los Angeles at the J.W. Marriott Los Angel…",https://www.adweek.com/agencyspy/here-are-the-winners-of-the-2024-annual-adcolor-awards/
Kamala Harris Has More Billionaires Prominently Backing Her Than Trump—Bloomberg Reportedly Gives Another $50 Million To Help Harris (Updated),"Derek Saul, Forbes Staff, 
 Derek Saul, Forbes Staff
 https://www.forbes.com/sites/dereksaul/",2024-10-28T16:46:13Z,Michael Bloomberg's reported commitment to Democrats is up to almost $100 million this cycle.,https://www.forbes.com/sites/dereksaul/2024/10/28/kamala-harris-has-more-billionaires-prominently-backing-her-than-trump-bloomberg-reportedly-gives-another-50-million-to-help-harris-updated/
Behind The Scenes: Nvidia’s Great Rise And The New Data Center Era,"John Werner, Contributor, 
 John Werner, Contributor
 https://www.forbes.com/sites/johnwerner/",2024-11-08T16:46:22Z,What’s going on inside Nvidia as the company contributes to a new wave of data center engineering?,https://www.forbes.com/sites/johnwerner/2024/11/08/behind-the-scenes-nvidias-great-rise-and-the-new-data-center-era/
Microsoft presents Zero Day Quest,breakingthenews.net,2024-11-19T14:34:39Z,"Microsoft Corporation unveiled on Tuesday at its ""Microsoft Ignite"" event the Zero Day Quest, a new hacking event that will offer up to $4 million in awards for cloud and artificial intelligence (AI) ...",https://biztoc.com/x/3d3bc5bab9abab16
The Forbes CIO Next List: 2024,"Richard Nieva, Forbes Staff, 
 Richard Nieva, Forbes Staff
 https://www.forbes.com/sites/richardnieva/",2024-11-19T11:30:26Z,"Discover Forbes' 2024 CIO Next list, featuring top Chief Information Officers and tech leaders driving transformation and digital strategy in today's tech landscape.",https://www.forbes.com/sites/richardnieva/2024/11/19/the-forbes-cio-next-list-2024/
Google※1 モバイル サービス標準搭載「電子黒板」2機種発売　多様な学習支援ツールが利用できる,,2024-11-19T05:08:12Z,"[アイリスオーヤマ株式会社]
[画像1: https://prcdn.freetls.fastly.net/release_image/19955/732/19955-732-ab3b120c36c6242efe68fbf3a5e9dfe8-803x356.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&am...",https://prtimes.jp/main/html/rd/p/000000732.000019955.html
"Cybersecurity jobs available right now: November 20, 2024",Anamarija Pogorelec,2024-11-20T04:30:23Z,"Application Security Engineer ENOC | UAE | On-site – View job details As an Application Security Engineer, you will establish and maintain DLP policies to prevent unauthorized access, transmission, or disclosure of sensitive data, focusing on both on-premises…",https://www.helpnetsecurity.com/2024/11/20/cybersecurity-jobs-available-right-now-november-20-2024/
(PR) Intel Reports Third-Quarter 2024 Financial Results,Nomad76,2024-10-31T20:36:23Z,"Intel Corporation today reported third-quarter 2024 financial results.

""Our Q3 results underscore the solid progress we are making against the plan we outlined last quarter to reduce costs, simplify our portfolio and improve organizational efficiency. We del…",https://www.techpowerup.com/328339/intel-reports-third-quarter-2024-financial-results
Sony is officially trying to become the owner of Elden Ring developer FromSoftware,Jak Connor,2024-11-20T15:27:03Z,"Sony is moving to acquire a majority stake in the parent company of esteemed video game developer FromSoftware, the creators of Dark Souls and Elden Ring. Continue reading at TweakTown >",https://www.tweaktown.com/news/101782/sony-is-officially-trying-to-become-the-owner-of-elden-ring-developer-fromsoftware/index.html
Microsoft Q1 results top estimates as AI services grow bolsters performance,investing.com,2024-10-30T21:13:18Z,"Investing.com -- Microsoft reported Wednesday fiscal first-quarter results that topped Wall Street estimates, underpinned by growing contribution from the tech giant's AI services.
Microsoft Corporation (NASDAQ:MSFT) was 0.7% in recent afterhours trading Wedn…",https://biztoc.com/x/1bff87362a9fdff6
Microsoft Q1 results top estimates amid ongoing cloud growth,investing.com,2024-10-30T20:51:32Z,"Investing.com -- Microsoft reported Wednesday fiscal first-quarter results that topped Wall Street estimates, underpinned by growing cloud revenue amid a wave AI-related enterprise spending.
Microsoft Corporation (NASDAQ:MSFT) was slightly higher in afterhour…",https://biztoc.com/x/b93f9efb8f110e66
Microsoft to launch commercial quantum computer in 2025,breakingthenews.net,2024-11-19T15:30:04Z,"Microsoft Corporation and Atom Computing are planning to launch a commercial quantum machine featuring over 1,000 physical qubits in 2025, the former unveiled at its 2024 Microsoft Ignite conference.A...",https://biztoc.com/x/358323556e8a2be7
Microsoft to allegedly spend $10B on CoreWeave until 2030,breakingthenews.net,2024-11-01T19:18:20Z,"Microsoft Corporation plans to invest around $10 billion in the cloud-computing startup CoreWeave between 2023 and 2030, the Information reported on Friday, citing CoreWeave's announcement to investor...",https://biztoc.com/x/1a4bec494e560207
「With Wizardry」キャンペーン　シリーズ最新作『Wizardry Variants Daphne』リリース記念「Wizardry」関連作品のセールを開催,,2024-10-28T03:00:21Z,"[株式会社ドリコム]
[画像1: https://prtimes.jp/i/80650/331/resize/d80650-331-c2de4eaa2ac3aadb1c73-0.png ]

・Wizardry公式ポータルサイト：https://wizardry.info/
・Wizardry公式X（旧Twitter）：https://x.com/wizardry_seri...",https://prtimes.jp/main/html/rd/p/000000331.000080650.html
Microsoft fires two employees after they held non-permitted vigil to Palestinian 'martyrs',BY MATHILDA HELLER,2024-10-28T00:06:15Z,"The two men, both originally from Egypt, were protesting the use of Microsoft technology by Israel.",https://www.jpost.com/diaspora/article-826380
"OpenAI Shifts Gears, Plans Transition To For-Profit Model",Shreyashi Chakraborty,2024-11-05T12:05:01Z,"With the transformation, OpenAI will notably depart from its founding principles from 2015 as a non-profit research lab. The Sam Altman-led company has submitted the proposal pending approval by the California attorney general's office.",https://www.ibtimes.com/openai-shifts-gears-plans-transition-profit-model-3749520
Bloomberg: Sony Interactive Entertainment working on portable PS5,Sal Romano,2024-11-25T03:35:28Z,"Sony Interactive Entertainment is currently in the early stages of developing a portable console that plays PlayStation 5 games, according to a Bloomberg report citing people familiar with its deve…",https://www.gematsu.com/2024/11/bloomberg-sony-interactive-entertainment-working-on-portable-ps5
"After a court win, the Justice Department is trying to make Google sell its Chrome browser",Bobby Allyn,2024-11-21T04:39:25Z,"If a judge orders Google to sell Chrome, it could dramatically upend the multi-billion-dollar online search business.",https://www.npr.org/2024/11/20/g-s1-35111/after-a-court-win-the-justice-department-is-trying-to-make-google-sell-its-chrome-browser
