Title,Author,PublishedAt,Description,URL
"Ford to cut 3,000 jobs in Germany, 800 in UK",breakingthenews.net,2024-11-20T13:57:08Z,"Ford Motor Co. said on Wednesday that it will lay off around 3,000 workers in Germany and 800 in the United Kingdom by the end of 2027. The company defended the decision by saying it will help ensure ...",https://biztoc.com/x/21fd819017128329
Peloton taps Ford executive as new CEO to lead turnaround effort,fortune.com,2024-10-31T12:01:39Z,"Peloton Interactive Inc. named Ford Motor Co. executive Peter Stern as its next chief executive officer, entrusting him to lead a turnaround of the long-struggling fitness company.
Stern, who is currently president of Ford Integrated Services, will join Jan. …",https://biztoc.com/x/2f54cf0fbf4fc67e
"Peloton names Ford executive Peter Stern as CEO, set to start on January 1, to lead a turnaround, and projects Q2 subscriber numbers below analyst estimates",fortune.com,2024-10-31T15:05:52Z,"Peloton Interactive Inc. named Ford Motor Co. executive Peter Stern as its next chief executive officer, entrusting him to lead a turnaround of the long-struggling fitness company.
Stern, who is currently president of Ford Integrated Services, will join Jan. …",https://biztoc.com/x/46ab23cc9b46c988
Trump’s Planned Assault On Mexican Imports Will Screw Over America's Auto Industry,Owen Bellwood,2024-11-12T14:05:00Z,"Good morning! It’s Tuesday, November 12, and this is The Morning Shift, your daily roundup of the top automotive headlines from around the world, in one place. Here are the important stories you need to know.Read more...",https://jalopnik.com/trump-s-planned-assault-on-mexican-imports-will-screw-o-1851695603
Ford agrees to $165 million NHTSA penalty over faulty recall accusations,aol.com,2024-11-16T16:41:59Z,"Ford Motor Company has agreed to pay $165 million, the second-largest auto penalty ever issued by the National Highway Traffic Safety Administration, to settle charges it failed to comply with federal recall requirements.
In a release, the National Highway Tr…",https://biztoc.com/x/a57a930fd93813ab
Ford says it is investigating claims thousands of workers have had data leaked online,Sead Fadilpašić,2024-11-19T12:26:00Z,"EnergyWeaponUser and IntelBroker strike again, but Ford is yet to confirm the incident.",https://www.techradar.com/pro/security/ford-says-it-is-investigating-claims-thousands-of-workers-have-had-data-leaked-online
Wall St Vet: ‘They Have the Worst-Run Company in the World’,247wallst.com,2024-10-31T14:33:26Z,"Key Points
Ford Motor Co. (NYSE: F) has consistently fallen short of investor expectations for decades.
CEO Jim Farley has to expect an ouster soon.
Perpetually misguided strategies have hampered the company for years.
Instead, focus on proven winners like “T…",https://biztoc.com/x/3be71e16e9ecb5b1
"Ford denies it was hit by data breach, says customer data is safe",Sead Fadilpašić,2024-11-22T12:49:56Z,"The data hackers are sharing online came from elsewhere, and includes public data, Ford is saying.",https://www.techradar.com/pro/security/ford-denies-it-was-hit-by-data-breach-says-customer-data-is-safe
Ford To Halt F-150 EV Production For 7 Weeks Next Month,benzinga.com,2024-10-31T18:31:17Z,"Ford Motor Company (NYSE:F) shares are trading lower on Thursday.
The company is reportedly set to pause production of its F-150 Lightning from mid-November until the year's end, citing weaker-than-anticipated demand for the electric pickup, Automotive News r…",https://biztoc.com/x/0ea892187b7ee639
How To Earn $500 A Month From Ford Stock Ahead Of Q3 Earnings,Avi Kapoor,2024-10-28T12:27:26Z,"Ford Motor Company (NYSE:F) will release earnings results for its third quarter, after the closing bell on Monday, Oct. 28. Analysts expect the Dearborn...",https://finance.yahoo.com/news/earn-500-month-ford-stock-122726627.html
US regulators open 2 investigations into Ford recalls just days after penalizing the company,Associated Press Finance,2024-11-18T14:41:56Z,"Just days after announcing a civil fine against Ford for moving too slowly on a recall, the U.S. government unveiled two investigations into recalls that may...",https://finance.yahoo.com/news/us-regulators-open-2-investigations-144156797.html
Automakers are bracing for Trump — and his anti-EV plans,William Gavin,2024-11-07T19:48:00Z,"Automakers are readying themselves for a Trump administration 2.0, which is set to feature new tariffs on foreign-made vehicles and a reversal of the current administration’s pro-electric vehicle policies. Read more...",https://qz.com/donald-trump-election-evs-honda-rivian-ford-gm-tariff-1851691880
Ford agrees to $165 million NHTSA penalty over faulty recall accusations,Rob Wile,2024-11-16T16:06:22Z,"Ford Motor Company has agreed to pay $165 million, the second-largest auto penalty ever issued by the National Highway Traffic Safety Administration, to settle charges it failed to comply with federal recall requirements.",https://www.nbcnews.com/business/recall/ford-agrees-165-million-nhtsa-penalty-faulty-recall-accusations-rcna180461
The Power of Extreme Ownership: Leadership Lessons from the Battlefield to the Boardroom,Leon Ho,2024-11-18T17:01:14Z,"The streets of Ramadi, Iraq, 2006. In the aftermath of a tragic friendly-fire incident that resulted in the death of an Iraqi soldier, Navy SEAL Task Unit Commander Jocko Willink faced a crucial leadership moment. Instead of pointing to the fog of war, commun…",https://www.lifehack.org/973560/extreme-ownership
"Ford to lower managers' bonuses if company performance fails to improve, sources say",Nora Eckert,2024-10-31T15:54:58Z,"DETROIT (Reuters) -Ford Motor CEO Jim Farley has told employees that the automaker needs to speed efforts to improve quality and lower costs, and that...",https://finance.yahoo.com/news/ford-lower-managers-bonuses-company-155458575.html
Ford to suspend production of F-150 Lightning EV pickup trucks for six weeks,GlobalData,2024-11-01T12:45:27Z,Ford is investing in hybrid vehicles that integrate an electric motor with a gasoline engine.,https://www.just-auto.com/news/ford-f-150-lightning-production-halt/
"Amazon, Apple, Google, Meta, and Microsoft earnings, a big jobs report: What to watch in the markets this week",Vinamrata Chaturvedi,2024-10-27T09:00:00Z,"This week promises to be exceptionally busy, with a blend of financial updates and festive celebrations. Investors are bracing for a flurry of major earnings reports, providing a crucial snapshot of how various sectors are navigating the current economic land…",https://qz.com/amazon-apple-google-meta-microsoft-earnings-stock-marke-1851681595
Lyft Teams With Mobileye in Series of Autonomous Driving Deals,Natalie Lung,2024-11-06T14:00:00Z,"(Bloomberg) -- Lyft Inc. announced three new partnerships with autonomous driving technology vendors, including Intel Corp. spinoff Mobileye Global Inc., as ...",https://finance.yahoo.com/news/lyft-teams-mobileye-series-autonomous-140000421.html
Ford to halt production of F-150 Lightning EV pickup trucks for six weeks,David Shepardson,2024-10-31T14:00:59Z,"(Reuters) -Ford Motor will halt production of its F-150 Lightning electric vehicle pickup trucks for six weeks from Nov. 18 to Jan. 6, the Dearborn automaker...",https://finance.yahoo.com/news/ford-halt-production-f-150-140059965.html
[Removed],,2024-11-20T14:01:03Z,[Removed],https://removed.com
Ford agrees to pay up to $165 million penalty to US government for moving too slowly on a recall,TOM KRISHER,2024-11-14T15:28:58Z,Ford Motor Co. will pay a penalty of up to $165 million to the U.S. government for moving too slowly on a recall and failing to give accurate recall...,https://www.yahoo.com/news/ford-agrees-pay-165-million-152858717.html
Balancing Success And Social Impact In Today's Business World,"David Malcolm, Forbes Councils Member, 
 David Malcolm, Forbes Councils Member
 https://www.forbes.com/councils/forbesbusinesscouncil/people/davidmalcolm/",2024-11-01T12:00:00Z,"People and institutions don’t just care about price, profit and product quality—they care about the character of a company and make choices accordingly.",https://www.forbes.com/councils/forbesbusinesscouncil/2024/11/01/balancing-success-and-social-impact-in-todays-business-world/
Unassembled K.S. Reproduction Corp. Shelby Mustang GT350 Pedal Car at No Reserve,bringatrailer,2024-10-27T16:35:15Z,"This pedal car was built in Taiwan under license from the Ford Motor Company by K.S. Reproduction Corp, of South Plainfield, New Jersey, to resemble a 1965 Shelby Mustang GT350. The steel bodywork is finished in white with red rocker stripes and is fitted wit…",https://bringatrailer.com/listing/unassembled-shelby-mustang-gt350-pedal-car/
Stellantis Launches Multi-Energy STLA Frame Platform For Ram And Jeep,"Sam Abuelsamid, Senior Contributor, 
 Sam Abuelsamid, Senior Contributor
 https://www.forbes.com/sites/samabuelsamid/",2024-11-19T18:15:37Z,"While the others are all unibody architectures, STLA Frame, as the name implies is for larger body on frame models starting with the Ram 1500 pickup and followed by th...",https://www.forbes.com/sites/samabuelsamid/2024/11/19/stellantis-launches-multi-energy-stla-frame-platform-for-ram--jeep/
Ford to pause production of F-150 Lightning electric pickup trucks,Megan Cerullo,2024-10-31T22:18:21Z,Ford is temporarily halting production of its F-150 Lightning electric pickup truck as motorists cool on EVs.,https://www.cbsnews.com/news/ford-halts-production-f-150-lightning-ev-pickup-trucks/
"Ford Slashes 4,000+ Jobs in Europe: Cites Weakened EV Sales, Economic Headwinds","Simon Kent, Simon Kent",2024-11-20T15:25:32Z,"The Ford Motor Co. will reduce its workforce by upwards of 4,000 across Europe and the U.K. by the end of 2027, the manufacturer announced Wednesday, citing headwinds generated from the economy, pressure from increased competition and weaker than expected sal…",https://www.breitbart.com/europe/2024/11/20/ford-slashes-4000-jobs-in-europe-cites-weakened-ev-sales-economic-headwinds/
Ford Lost Another $1.2 Billion in 3Q On EVs,Guest Blogger,2024-10-29T21:00:00Z,"The ugly EV news from Ford Motor Company just keeps coming. This afternoon, the company reported that it lost $1.224 billion in its EV business during the third quarter. In early October, the company reported EV sales “were up 14.8 percent on best-ever sales …",https://wattsupwiththat.com/2024/10/29/ford-lost-another-1-2-billion-in-3q-on-evs/
Pratt & Whitney R-2800 Double Wasp Engine at No Reserve,bringatrailer,2024-11-24T21:00:08Z,"This Pratt & Whitney R-2800 is a supercharged, 18-cylinder twin-row radial engine that was produced by the Ford Motor Company. Developed during the 1930s for use in high-performance aircraft, the R-2800 displaced 2,804 cubic inches and derived its name, Doubl…",https://bringatrailer.com/listing/pratt-whitney-r2800-radial-engine/
"Ford, facing economic headwinds and weak EV sales, to cut 4,000 jobs in Europe",,2024-11-20T21:45:56Z,"Ford Motor Co says it will reduce its workforce by 4,000 in Europe and the U.K. by the end of 2027, citing headwinds from the economy and pressure from increased competition and weaker than expected sales of electric cars. Ford said Wednesday most of the job …",https://japantoday.com/category/business/ford-to-cut-4-000-jobs-in-europe-cites-disruptive-shift-to-electric-vehicles-economic-headwinds
"Volvo, Ram, Ford among 252,000 vehicles recalled: Check recent car recalls here","Ahjané Forbes, USA TODAY",2024-11-04T13:01:37Z,"The NHTSA recently announced recalls for 252,038 vehicles. This includes Ford, Stellantis, Volvo vehicles as well as Mack Trucks.",https://www.courier-journal.com/story/news/local/2024/11/04/car-recall-check-volvo-ram-ford-mack-trucks/76041838007/
"Ford Ranger Super Duty announced – launching in 2026; developed in Australia, to be built in Thailand",Gerard Lye,2024-11-19T06:38:57Z,"Ford has officially confirmed that it will launch the Ranger Super Duty in 2026, marking the first time the ‘Super Duty’ moniker is used on a model outside the F-Series line-up of pick-up trucks. According […]
The post Ford Ranger Super Duty announced – launc…",https://paultan.org/2024/11/19/ford-ranger-super-duty-announced/
"Ford to cut 4,000 European jobs amid economic and EV challenges",Alejandro Gonzalez,2024-11-21T14:07:53Z,"Automaker says most reductions will be in Germany and the UK, citing slowing electric vehicle sales and growing market competition.",https://www.motorfinanceonline.com/news/ford-to-cut-4000-european-jobs-amid-economic-and-ev-challenges/
"GM, Chevrolet, Hyundai, Ford among 856,000 vehicles recalled: Check car recalls here","Ahjané Forbes, USA TODAY",2024-11-18T10:32:12Z,"The NHTSA recently announced recalls for 856,595 vehicles. This includes vehicles from Ford, GM, Hyundai, Jaguar, Rivian and Jeep and Honda scooters.",https://www.usatoday.com/story/money/cars/recalls/2024/11/18/car-recall-check-gm-jeep-dodge-ford-hyundai-chevrolet/76361885007/
Ford Hit With Near-Record $165 Million Penalty on Recall Failure,Admin,2024-11-15T06:03:40Z,"Ford Motor Co. agreed to a $165 million civil penalty to settle allegations the company failed to recall cars with defective rearview cameras in a timely manner, the second-largest fine ever levied by the National Highway Traffic Safety Administration. Ford …",https://www.insurancejournal.com/news/national/2024/11/15/801247.htm
"Honda, Ford, Suzuki among 735,000 vehicles recalled: Check recent car recalls here","Ahjané Forbes, USA TODAY",2024-10-28T09:16:40Z,"The NHTSA recently announced recalls for 735,000 vehicles. This includes Honda and Ford vehicles, PACCAR trucks and Suzuki motorcycles.",https://www.usatoday.com/story/money/cars/recalls/2024/10/28/car-recall-check-honda-suzuki-paccar-ford/75849626007/
Why Ford Motor Company (NYSE:F) Could Be Worth Watching,,2024-11-17T14:00:12Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_4beef92c-0208-480c-9480-0c4405724b52
Ford Motor Co. Profits Take Hit Due to EV Costs,Leslie Eastman,2024-11-05T12:00:03Z,"Ford is also shutting electric truck plant in Dearborn, Michigan, as sales slow.
The post Ford Motor Co. Profits Take Hit Due to EV Costs first appeared on Le·gal In·sur·rec·tion.",https://legalinsurrection.com/2024/11/ford-motor-co-profits-take-hit-due-to-ev-costs/
"Ford To Pause F-150 Lightning Production, Reduce Manager Bonuses Amid Cost Cuts",Vidhya Ck,2024-11-01T09:55:12Z,"Earlier this week, Ford announced third-quarter net income of $900 million, or 22 cents per share, which included a $1 billion charge related to the cancellation of a planned three-row electric SUV.",https://www.ibtimes.com/ford-pause-f-150-lightning-production-reduce-manager-bonuses-amid-cost-cuts-3749112
"Ford tops Q3 earnings expectations, but EV losses take a toll on profits",Peter Johnson,2024-10-28T20:55:29Z,"Ford reported Q3 earnings after the market closed on Monday, beating Wall St revenue and EPS expectations. However, the company is still losing billions on its EVs. Here’s a closer look at Ford’s third-quarter 2024 earnings report.



 more…",http://electrek.co/2024/10/28/ford-tops-q3-earnings-but-ev-losses-weigh-profits/
Pfizer And Schlumberger Are January Bounce Candidates,"John Dorfman, Contributor, 
 John Dorfman, Contributor
 https://www.forbes.com/sites/johndorfman/",2024-11-25T13:45:00Z,Stocks knocked down in the first ten months of the year often suffer further damage as people sell for tax losses. But they often bounce back in January.,https://www.forbes.com/sites/johndorfman/2024/11/25/pfizer-and-schlumberger-are-january-bounce-candidates/
1905 Cadillac Model F Four-Passenger Touring,bringatrailer,2024-10-29T18:50:09Z,"This 1905 Cadillac Model F is a four-passenger touring car that is said to have been delivered new to the Cadillac Motor Car Company showroom in New York City on October 18, 1905, and it underwent a refurbishment under previous ownership before it was purchas…",https://bringatrailer.com/listing/1905-cadillac-model-f-four-passenger-touring/
1956 Continental Mark II at No Reserve,bringatrailer,2024-11-05T22:40:36Z,"This 1956 Continental Mark II was completed as one of approximately 2,550 first-year coupes and is one of a believed 363 that were specified in Starmist White over Deep Red and white leather. The car is powered by a 368ci V8 paired with a three-speed automati…",https://bringatrailer.com/listing/1956-lincoln-continental-mark-ii-6-2/
[Removed],,2024-11-22T16:09:20Z,[Removed],https://removed.com
Coyote-Powered Factory Five Racing Mk4 Roadster 5-Speed For Charity at No Reserve,bringatrailer,2024-10-30T16:10:07Z,"This Factory Five Racing Mk4 Roadster is a Shelby Cobra replica that was built in 2024 by the students of the Industrial Arts Therapy STEAM program offered by the Austin Hatcher Foundation for Pediatric Cancer, a SEMA Cares partner. Finished in Black Ice over…",https://bringatrailer.com/listing/factory-five-racing-mk4-roadster-33/
AC's modern Ace launches with electric power at SEMA show,"news@motorauthority.com (Viknesh Vijayenthiran), Viknesh Vijayenthiran",2024-10-30T11:00:00Z,AC Cars building new versions of Ace sports car Modern Ace offers gas and electric powertrains Both powertrains deliver approximately 300 hp AC Cars will use next week's 2024 SEMA show in Las Vegas to present an electric version of its modern Ace sports car. …,https://www.motorauthority.com/news/1144873_ac-ace-classic-electric-price-sema
Ford’s $165 Million Fine For Slow Recalls Is NHTSA’s Biggest Fine Since Takata’s Deadly Airbags,Owen Bellwood,2024-11-15T14:45:00Z,"The National Highway Traffic Safety Administration hit Ford with a $165 million fine over its handling of recalled backup cameras on almost 600,000 cars this week. The fine, which is the second-largest penalty in the agency’s history, will see the Blue Oval p…",https://jalopnik.com/ford-s-165-million-fine-for-slow-recalls-is-nhtsa-s-bi-1851700192
‘Kia Sorento… Probably the worst motors ever made’: Expert reveals the 5 worst mid-size SUVs that will cost you tons in repairs,Ljeonida Mulabazi,2024-11-05T23:00:00Z,"If you’re in the SUV market, here are some vehicles a popular car reviewer thinks you should avoid. 


TikTok creator Bev (@bevurly) is out to save people from what he calls “junk” vehicles. In one of his latest TikTok videos, which racked up over 1.7 million…",https://www.dailydot.com/news/worst-midsize-suvs-ford-jeep-kia-gmc-dodge/
Lucid Air could become world's quickest police car,"news@motorauthority.com (Viknesh Vijayenthiran), Viknesh Vijayenthiran",2024-11-14T12:30:00Z,Lucid Air police car being evaluted by California Highway Patrol Production plans haven't been announced Police version of rival Tesla Model S already available Lucid took to social media this week to show off the first photos of an Air police car prototype t…,https://www.motorauthority.com/news/1145013_lucid-air-police-car-chp
"General Motors to cut 1,000 jobs amid EV cost challenges – report",GlobalData,2024-11-18T09:44:41Z,The Detroit automaker is aiming to reduce losses in its EV division by $2bn to $4bn next year.,https://www.just-auto.com/news/general-motors-workforce-reductions/
1978 Lincoln Continental Mark V Diamond Jubilee Edition at No Reserve,bringatrailer,2024-10-29T20:05:06Z,"This 1978 Lincoln Continental Mark V is one of 5,159 Diamond Jubilee Edition units produced for the model year to commemorate the 75th anniversary of the Ford Motor Company, and this example spent time in Arizona before it was acquired by the seller in 2023. …",https://bringatrailer.com/listing/1978-lincoln-continental-mark-v-24/
"Ticker: Ford slashing 4,000 jobs in Europe; Campbell’s drops the soup (in name only)",Boston Herald Wire Services,2024-11-20T21:06:26Z,Ford said most of the job cuts would come in Germany and would be carried out in consultation with employee representatives.,https://www.bostonherald.com/2024/11/20/ticker-ford-slashing-4000-jobs-in-europe-campbells-drops-the-soup-in-name-only/
1963 Morgan Plus 4 Four-Seater 5-Speed,bringatrailer,2024-11-09T18:50:13Z,"This 1963 Morgan Plus 4 is a left-hand-drive four-passenger roadster that was dispatched to Morgan dealer Basil Roy in London, England, in December 1962 for delivery to the original owner. The car is said to have remained under original ownership in South Car…",https://bringatrailer.com/listing/1963-morgan-plus-4-6/
Nevada Lithium Mine Will Destroy Critical Plant: Lawsuit,Carla St. Louis,2024-11-03T21:27:35Z,A lawsuit seeks to block a company from mining in Nevada near a rare buckwheat that has medicinal and nutritional value.,https://www.ibtimes.com/nevada-lithium-mine-will-destroy-critical-plant-lawsuit-3749296
1956 Continental Mark II Convertible Conversion at No Reserve,bringatrailer,2024-10-30T19:10:27Z,"This 1956 Continental Mark II was originally built as one of approximately 2,550 first-year coupes, and in 2007 it was refurbished and modified with work that involved cutting off the roof and fitting front bucket seats. The car is powered by a 368ci V8 paire…",https://bringatrailer.com/listing/1956-continental-mark-ii-12/
Ford data breach involved a third-party supplier,Pierluigi Paganini,2024-11-20T21:22:09Z,Ford investigates a data breach linked to a third-party supplier and pointed out that its systems and customer data were not compromised. Ford investigation investigated a data breach after a threat actors claimed the theft of customer information on the Brea…,https://securityaffairs.com/171217/breaking-news/ford-admits-data-breach-linked-third-party-supplier.html
2025 GMC Sierra EV Denali’s Weight May Not Be Worth It,Andy Kalmowitz,2024-11-19T15:00:00Z,"I don’t usually give a shit about how much a car weighs. As long as it’s not some low-slung sports car it really isn’t something I put a lot of thought into, but sometimes it’s just impossible to ignore. That’s where I am with the 2025 GMC Sierra EV Denali. N…",https://jalopnik.com/2025-gmc-sierra-ev-denali-s-weight-may-not-be-worth-it-1851700920
Toyota suppliers cut fiscal guidance amid sluggish sales and production cuts,Jingyue Hsiao,2024-11-07T03:56:35Z,"Toyota's major automotive component suppliers have revised their financial guidance downward for the fiscal year ending in March, according to their latest financial results.",https://www.digitimes.com/news/a20241106PD209/toyota-sales-production-guidance-automotive-component.html
"Vans Market to surpass $517.2 Bn by 2032, Says Global Market Insights Inc.",Global Market Insights Inc.,2024-11-25T11:30:00Z,"Major vans market participants include Ashok Leyland, Changan Automobile, Ford Motor Company, General Motors, Hyundai Motor Company, Isuzu, Iveco, Mahindra & Mahindra, Mercedes, Mitsubishi Major vans market participants include Ashok Leyland, Changan Automobi…",https://www.globenewswire.com/news-release/2024/11/25/2986501/0/en/Vans-Market-to-surpass-517-2-Bn-by-2032-Says-Global-Market-Insights-Inc.html
Industry digest: Why military veterans have the right skills for automotive,,2024-11-01T00:01:00Z,"Not only do veterans bring technical experience, they offer soft skills like people management, teamwork, discipline and resilience.



With Remembrance Sunday approaching, it’s good to hear about the many ex-armed forces personnel now forging careers in the …",https://www.autocar.co.uk/opinion/consumer/industry-digest-why-military-veterans-have-right-skills-automotive
"Hyundai doesn’t care if Trump kills the EV tax credit, it plans to keep growing either way",Peter Johnson,2024-11-25T19:17:35Z,"Although President-Elect Donald Trump is promising to end the $7,500 EV tax credit, Hyundai is confident it will continue growing in the US. The company just opened a massive new $7.6 billion manufacturing plant in Georgia as it looks to grab a bigger share o…",http://electrek.co/2024/11/25/hyundai-doesnt-care-if-trump-kills-ev-tax-credit/
Ford Facing Two Investigations Days After Being Hit With $165M Penalty,Natalie Venegas,2024-11-18T17:24:06Z,Federal regulators have launched two new investigations into Ford.,https://www.newsweek.com/ford-facing-two-investigations-days-after-being-hit-penalty-1987614
"Competitive, Economic Headwinds in EU EV Market Cause Ford to Cut 4000 Jobs",Leslie Eastman,2024-11-24T23:00:27Z,"Ford specifically calls out the 'misalignment' between Europe's CO2 regulations and the consumer demand for EVs.
The post Competitive, Economic Headwinds in EU EV Market Cause Ford to Cut 4000 Jobs first appeared on Le·gal In·sur·rec·tion.",https://legalinsurrection.com/2024/11/competitive-economic-headwinds-in-eu-ev-market-cause-ford-to-cut-4000-jobs/
‘It has broken down on me twice’: Driver buys 2025 Dodge Ram 1500. Why has she had to bring it to the shop 3 times?,Jack Alban,2024-11-15T15:00:00Z,"Kandra (@half.finished.home) just leased a new 2025 Dodge Ram 1500. After just 6,000 miles of driving, however, she says that her transmission has been giving her nothing but problems.


They're so severe, in fact, that she says she prays every time she gets …",https://www.dailydot.com/news/2025-dodge-ram-transmission-problems/
Ford F-150 Lightning and Mustang Mach-E drivers just gained Google Maps EV routing,Peter Johnson,2024-10-28T14:10:29Z,"Ford just made it easier for F-150 Lightning and Mustang Mach-E drivers to charge with new EV routing features. Drivers can now see new routing info, including available Tesla Superchargers along their route for easy trip planning.



 more…",http://electrek.co/2024/10/28/ford-launches-new-ev-routing-features-f-150-lightning-mach-e/
"While America Waits for Scout, Experienced Automakers Ready to Fill Void",Eileen Falkenberg-Hull,2024-10-26T09:30:02Z,"Jeep, Ford, Rivian and Mercedes-Benz are already gearing up to battle Scout.",https://www.newsweek.com/while-america-waits-scout-experienced-automakers-ready-fill-void-1975106
"Compact Pick-Up Trucks Market to exceed $43.7 Bn by 2032, Says Global Market Insights Inc.",Global Market Insights Inc.,2024-10-29T10:30:00Z,"Major compact pick-up trucks market participants include Ashok Leyland, Tata Motors, General Motors Company, Dongfeng Motor Corporation, Honda Motor Co., Ltd., China FAW Group Corp., Ltd., Ford Motor Company, Hyundai Motor Corporation, Toyota Motor Corporatio…",https://www.globenewswire.com/news-release/2024/10/29/2970613/0/en/Compact-Pick-Up-Trucks-Market-to-exceed-43-7-Bn-by-2032-Says-Global-Market-Insights-Inc.html
"Hyundai recalls 145,000 EVs in US due to drive power loss",GlobalData,2024-11-22T15:48:55Z,"The recall affects the IONIQ 5 and IONIQ 6 EVs, as well as Genesis GV60, Genesis GV70, and Genesis G80 variants.",https://www.just-auto.com/news/hyundai-evs-recall-us/
1981 DeLorean DMC-12,bringatrailer,2024-11-17T19:40:10Z,"This 1981 DeLorean DMC-12 is powered by a 2.85-liter V6 paired with a three-speed automatic transaxle and has been modified with a DeLorean Stage II performance package, which included a new short block, revised camshafts, updated ECU tuning and ignition comp…",https://bringatrailer.com/listing/1981-delorean-dmc-12-152/
"Ford Halts EV Production at Michigan Plant That Biden, Slotkin Lauded as 'Incredible' Example of 'American Ingenuity'",Thomas Catenacci,2024-10-31T18:10:29Z,"Ford Motor Company is halting production of its electric F-150 Lightning pickup truck at a Michigan factory, the auto giant announced Thursday. Just three years ago, President Joe Biden and Rep. Elissa Slotkin (D., Mich.) visited the plant to celebrate the tr…",https://freebeacon.com/energy/ford-halts-ev-production-at-plant-heralded-by-white-house-elissa-slotkin-in-blow-to-climate-agenda/
"Transcript: Toto Wolff, Mercedes-AMG PETRONAS F1 Team",Barry Ritholtz,2024-10-28T12:30:36Z,"The transcript from this week’s, MiB: Toto Wolff, Mercedes-AMG PETRONAS F1 Team, is below. You can stream and download our full conversation, including any podcast extras, on Apple Podcasts, Spotify, YouTube, and Bloomberg. All of our earlier podcasts on your…",https://ritholtz.com/2024/10/transcript-toto-wolff-mercedes/
What's Going On With Ford Motor Stock Today?,aol.com,2024-11-14T20:02:46Z,"Ford Motor Company (NYSE:F) shares are trading slightly higher on Thursday.
Today, the company has agreed to a consent order with the National Highway Traffic Safety Administration (NHTSA), including a civil penalty of $165 million for failing to meet federal…",https://biztoc.com/x/9a4254c030e7d984
Commentary: US car industry is passing the baton to China with barely a fight,,2024-11-18T22:00:00Z,"Detroit got the world on the road but BYD will inherit the earth, says Bloomberg Opinion's David Fickling.",https://www.channelnewsasia.com/commentary/us-american-car-industry-automakers-china-electric-vehicles-4754226
