Title,Author,PublishedAt,Description,URL
"Japanese automaker Nissan cuts 9,000 jobs as its vehicles fail to sell",YURI KAGEYAMA AP business writer,2024-11-07T09:48:15Z,Nissan is reporting a loss for the latest fiscal quarter as its vehicle sales sank while costs and inventory ballooned,https://abcnews.go.com/Business/wireStory/japanese-automaker-nissan-cuts-9000-jobs-vehicles-fail-115595383
Stock market today: Asian shares rise and the yen dips after Japan's ruling party loses majority,YURI KAGEYAMA AP business writer,2024-10-28T03:34:29Z,"Asian shares rose, as the yen dipped in the midst of political uncertainty after Japan’s ruling party lost its majority in Parliament’s lower house in weekend elections",https://abcnews.go.com/Business/wireStory/stock-market-today-asian-shares-rise-yen-dips-115206265
‘Marathon not a sprint’: Audi India head on EV adoption,Jessica Jani,2024-11-15T14:24:58Z,"Audi India head Balbir Singh Dhillon believes the current slowdown in EV sales is temporary and the industry will see growth, supported by robust charging networks and government policies. BloombergNEF forecasts a 21% annual increase in global electric car sa…",https://www.livemint.com/companies/people/marathon-not-a-sprint-audi-india-head-on-ev-adoption-11731655402985.html
Solid-state batteries may yet catch up — but silicon anodes are winning the race to power EVs,"Sam Meredith, CNBC",2024-11-05T20:29:09Z,Silicon anodes appear to be leading the way in the race to commercialize next-generation battery technologies for electric vehicles.,https://www.nbcnews.com/business/autos/solid-state-batteries-may-yet-catch-silicon-anodes-are-winning-race-po-rcna178854
Commercial Hydrogen Vehicle Market Size Worth US$ 53.24 Billion by 2034 at a CAGR of 26.9% | Fact.MR Report,FACT.MR,2024-11-05T12:00:00Z,Rising Demand for Clean Sources of Automobile Fuel to Drive Sales of Commercial Hydrogen Vehicles Rising Demand for Clean Sources of Automobile Fuel to Drive Sales of Commercial Hydrogen Vehicles,https://www.globenewswire.com/news-release/2024/11/05/2974771/0/en/Commercial-Hydrogen-Vehicle-Market-Size-Worth-US-53-24-Billion-by-2034-at-a-CAGR-of-26-9-Fact-MR-Report.html
[Removed],,2024-10-28T02:54:43Z,[Removed],https://removed.com
[Removed],,2024-11-20T01:38:21Z,[Removed],https://removed.com
India’s auto market will shift to hybrid and CNG vehicles before the EV boom: S&P Global,G Balachandar,2024-10-30T06:28:51Z,"India's shift to alternative fuels precedes full electrification, with EVs, hybrids, and CNG vehicles capturing market share, per S&P report.",https://www.thehindubusinessline.com/companies/indias-auto-market-will-shift-to-hybrid-and-cng-vehicles-before-the-ev-boom-sp-global/article68813678.ece
Olympus shares drop over 5% after CEO resigns over drug allegation,,2024-10-28T05:42:45Z,The stock slid 5.3% on the Tokyo Stock Exchange following news of Stefan Kaufmann's resignation.,https://www.cnbc.com/2024/10/28/olympus-shares-drop-over-5percent-after-ceo-resigns-over-drug-allegation.html
Trump Threat to Biden’s Industrial Policy Hangs Over Asian Firms,Bloomberg News,2024-10-30T21:23:15Z,"Donald Trump says “tariff” is his favorite word, campaigning on a bet that steep import levies will force manufacturers to move factories to the US.",https://financialpost.com/pmn/business-pmn/trump-threat-to-bidens-industrial-policy-hangs-over-asian-firms
Apple indeed added a feature called “inactivity reboot” in iOS 18.1 that reboots locked devices,Pierluigi Paganini,2024-11-12T12:06:14Z,"Apple iOS supports a new feature that reboots locked devices after extended inactivity, aiming to enhance data security for users. Apple ‘quietly’ implemented a new security feature that automatically reboots a locked device if it has not been used for severa…",https://securityaffairs.com/170824/security/apple-feature-inactivity-reboot-ios-18-1.html
A cyberattack on payment systems blocked cards readers across stores and gas stations in Israel,Pierluigi Paganini,2024-11-12T15:20:45Z,"A cyberattack in Israel allegedly disrupted communication services, causing widespread malfunction of credit card readers across the country on Sunday. The Jerusalem Post reported that thousands of credit card readers across at gas stations and supermarket ch…",https://securityaffairs.com/170823/hacking/cyberattack-payment-systems-israel.html
A surge in Pro-Russia cyberattacks after decision to monitor North Korean Troops in Ukraine,Pierluigi Paganini,2024-11-11T07:50:52Z,South Korea claims Pro-Russia actors intensified cyberattacks on national sites after it decided to monitor North Korean troops in Ukraine. South Korea’s government blames pro-Russia threat actors for an intensification of cyberattacks on national sites after…,https://securityaffairs.com/170779/hacking/south-korea-claims-pro-russia-actors-ddos-attacks.html
Palo Alto Networks warns of potential RCE in PAN-OS management interface,Pierluigi Paganini,2024-11-08T19:01:00Z,Palo Alto Networks warns customers to restrict access to their next-generation firewalls because of a potential RCE flaw in the PAN-OS management interface. Palo Alto Networks warns customers to limit access to their next-gen firewall management interface due…,https://securityaffairs.com/170697/security/palo-alto-networks-warns-potential-pan-os-rce.html
"Ymir ransomware, a new stealthy ransomware grow in the wild",Pierluigi Paganini,2024-11-12T10:26:43Z,"New Ymir ransomware was deployed in attacks shortly after systems were breached by RustyStealer malware, Kaspersky warns. Kaspersky researchers discovered a new ransomware family, called Ymir ransomware, which attackers deployed after breaching systems via Po…",https://securityaffairs.com/170814/malware/ymir-ransomware-analysis.html
A new fileless variant of Remcos RAT observed in the wild,Pierluigi Paganini,2024-11-11T14:46:21Z,Fortinet researchers discovered a new phishing campaign spreading a variant of the commercial malware Remcos RAT. Fortinet’s FortiGuard Labs recently uncovered a phishing campaign spreading a new variant of the Remcos RAT. Remcos is a commercial remote admini…,https://securityaffairs.com/170791/security/a-new-fileless-variant-of-remcos-rat-phishing.html
Ahold Delhaize experienced a cyber incident affecting several of its U.S. brands,Pierluigi Paganini,2024-11-12T20:45:09Z,"A cyber attack affected Ahold Delhaize USA brands, disrupting Giant Food, Hannaford, their pharmacies, and e-commerce services. A cyber attack hit the food giant Ahold Delhaize impacting US pharmacies and supermarket chains owned by the company. As of Tuesday…",https://securityaffairs.com/170840/security/ahold-delhaize-cyber-incident-u-s-brands.html
Amazon discloses employee data breach after May 2023 MOVEit attacks,Pierluigi Paganini,2024-11-11T22:59:09Z,"Amazon disclosed a data breach exposing employee data, with information allegedly stolen in the May 2023 MOVEit attacks. Amazon disclosed a data breach that exposed employee information after data was allegedly stolen during the May 2023 MOVEit attacks. The c…",https://securityaffairs.com/170804/data-breach/amazon-employee-data-breach-may-2023-moveit-attacks.html
SECURITY AFFAIRS MALWARE NEWSLETTER – ROUND 18,Pierluigi Paganini,2024-11-03T14:23:22Z,Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international landscape. Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international …,https://securityaffairs.com/170532/malware/security-affairs-malware-newsletter-round-18.html
QNAP fixed NAS backup zero-day demonstrated at Pwn2Own Ireland 2024,Pierluigi Paganini,2024-10-30T08:12:36Z,"QNAP fixed critical zero-day CVE-2024-50388 which was demonstrated against a TS-464 NAS device during the Pwn2Own Ireland 2024 competition. QNAP addressed a critical zero-day vulnerability, tracked as CVE-2024-50388, which was exploited by white hat hackers a…",https://securityaffairs.com/170386/uncategorized/qnap-fixed-zero-day-cve-2024-50388-pwn2own-ireland-2024.html
Irish Data Protection Commission fined LinkedIn €310M for GDPR infringement,Pierluigi Paganini,2024-10-26T06:08:09Z,Irish Data Protection Commission fined LinkedIn €310M for violating user privacy by using behavioral data analysis for targeted advertising. Irish Data Protection Commission fined LinkedIn €310M after finding its use of behavioral data for targeted ads violat…,https://securityaffairs.com/170266/laws-and-regulations/irish-dpc-fined-linkedin.html
PTZOptics cameras zero-days actively exploited in the wild,Pierluigi Paganini,2024-11-02T07:16:42Z,"Hackers are exploiting two zero-day vulnerabilities, tracked as CVE-2024-8956 and CVE-2024-8957, in PTZOptics cameras. Threat actors are attempting to exploit two zero-day vulnerabilities, tracked as CVE-2024-8956 and CVE-2024-8957, in PTZOptics pan-tilt-zoom…",https://securityaffairs.com/170456/hacking/ptzoptics-cameras-flaws-exploited.html
Memorial Hospital and Manor suffered a ransomware attack,Pierluigi Paganini,2024-11-06T20:28:17Z,"Georgia, a ransomware attack disrupted Memorial Hospital and Manor’s access to its Electronic Health Record system. A ransomware attack hit Memorial Hospital and Manor in Bainbridge, Georgia, and disrupted the access to its Electronic Health Record system. Me…",https://securityaffairs.com/170629/cyber-crime/memorial-hospital-and-manor-ransomware-attack.html
Canada ordered ByteDance to shut down TikTok operations in the country over security concerns,Pierluigi Paganini,2024-11-07T07:30:23Z,"Canada ordered ByteDance to shut down TikTok operations over security concerns but did not issue a full ban on the platform. The Canadian government ordered ByteDance to wind up TikTok Technology Canada, Inc. over security concerns following a national securi…",https://securityaffairs.com/170653/security/canada-ordered-bytedance-to-shut-down-tiktok-operations.html
Synology fixed critical flaw impacting millions of DiskStation and BeePhotos NAS devices,Pierluigi Paganini,2024-11-06T09:09:40Z,"Synology addressed a critical vulnerability in DiskStation and BeePhotos NAS devices that could lead to remote code execution. Taiwanese vendor Synology has addressed a critical security vulnerability, tracked as CVE-2024-10443, that impacts DiskStation and B…",https://securityaffairs.com/170602/hacking/synology-fixed-critical-bug-in-diskstation-and-beephotos-nas.html
"INTERPOL: Operation Synergia II disrupted +22,000 malicious IPs",Pierluigi Paganini,2024-11-06T21:57:09Z,"A global law enforcement operation called Operation Synergia II dismantled over 22,000 malicious IPs linked to phishing, infostealers, and ransomware, INTERPOL said. INTERPOL announced this week it took down more than 22,000 malicious servers linked to cyberc…",https://securityaffairs.com/170639/uncategorized/operation-synergia-ii-dismantled-over-22k-malicious-ips.html
Critical bug in Cisco UWRB access points allows attackers to run commands as root,Pierluigi Paganini,2024-11-07T06:17:16Z,"Cisco fixed a critical flaw in URWB access points, allowing attackers to run root commands, compromising industrial wireless automation security. Cisco has addressed a critical vulnerability, tracked as CVE-2024-20418, that could be exploited by unauthenticat…",https://securityaffairs.com/170646/security/cisco-uwrb-crirical-flaw.html
iPhones in a law enforcement forensics lab mysteriously rebooted losing their After First Unlock (AFU) state,Pierluigi Paganini,2024-11-08T11:29:21Z,"Law enforcement warns that securely stored iPhones awaiting forensic examination are mysteriously rebooting, making them harder to unlock, reported 404 Media. Law enforcement warns that securely stored iPhones awaiting forensic examination are mysteriously re…",https://securityaffairs.com/170683/mobile-2/iphones-in-law-enforcement-forensics-lab-mysteriously-rebooted.html
Chinese cyber spies targeted phones used by Trump and Vance,Pierluigi Paganini,2024-10-26T14:02:15Z,China-linked threat actors targeted the phone communications of Donald Trump and vice presidential nominee JD Vance. China-linked hackers reportedly targeted phones used by former President Donald Trump and Senator JD Vance as part of a cyber espionage campai…,https://securityaffairs.com/170277/intelligence/chinese-cyber-spies-targeted-trump-vance.html
Security Affairs newsletter Round 495 by Pierluigi Paganini – INTERNATIONAL EDITION,Pierluigi Paganini,2024-10-27T13:30:09Z,"A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. Chinese cyber …",https://securityaffairs.com/170301/security/security-affairs-newsletter-round-495-by-pierluigi-paganini-international-edition.html
SECURITY AFFAIRS MALWARE NEWSLETTER – ROUND 17,Pierluigi Paganini,2024-10-27T13:54:47Z,Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international landscape. Security Affairs Malware newsletter includes a collection of the best articles and research on malware in the international …,https://securityaffairs.com/170306/malware/security-affairs-malware-newsletter-round-17.html
International law enforcement operation dismantled RedLine and Meta infostealers,Pierluigi Paganini,2024-10-29T21:24:59Z,"A global law enforcement operation disrupted RedLine and Meta infostealers, seizing their infrastructure and making arrests. The Dutch police announced it has dismantled infrastructure used by RedLine and Meta infostealers as part of an international law enfo…",https://securityaffairs.com/170369/cyber-crime/law-enforcement-operation-disrupted-redline-and-meta-infostealers.html
Russia-linked espionage group UNC5812 targets Ukraine’s military with malware,Pierluigi Paganini,2024-10-29T07:48:56Z,"Suspected Russia-linked espionage group UNC5812 targets Ukraine’s military with Windows and Android malware via Telegram. Google TAG and Mandiant observed a Russia-linked group, tracked as UNC5812, targeting Ukraine’s military with Windows and Android malware…",https://securityaffairs.com/170346/cyber-warfare-2/unc5812-targets-ukraines-military-malware.html
QNAP fixed second zero-day demonstrated at Pwn2Own Ireland 2024,Pierluigi Paganini,2024-10-31T09:45:08Z,"QNAP addressed the second zero-day vulnerability demonstrated by security researchers during the recent Pwn2Own Ireland 2024. Taiwanese manufacturer QNAP patched the second zero-day vulnerability, tracked as CVE-2024-50387, which was exploited by security res…",https://securityaffairs.com/170423/security/qnap-fixed-second-zero-day-demonstrated-pwn2own-ireland-2024.html
Nigerian man Sentenced to 26+ years in real estate phishing scams,Pierluigi Paganini,2024-11-04T14:28:37Z,Nigerian Kolade Ojelade gets 26 years in U.S. for phishing scams that stole millions by hacking email accounts. A Nigerian national was sentenced to 26 years in prison in the US for stealing millions by compromising the email accounts of real estate businesse…,https://securityaffairs.com/170561/cyber-crime/nigerian-man-26-years-jail-phishing-scams.html
US Election 2024 – FBI warning about fake election videos,Pierluigi Paganini,2024-11-03T12:10:32Z,"US Election 2024 – The FBI warned that two fake videos on X spread false claims of ballot fraud and misinformation about Kamala Harris’s husband. In a post on X on Saturday, the Federal Bureau of Investigation (FBI) said the two videos were spreading rumours …",https://securityaffairs.com/170514/security/us-election-2024-fbi-warning-about-fake-election-videos.html
"July 2024 ransomware attack on the City of Columbus impacted 500,000 people",Pierluigi Paganini,2024-11-04T22:53:56Z,"The July 2024 ransomware attack that hit the City of Columbus, Ohio, exposed the personal and financial data of 500,000 individuals. On July 18, 2024, the City of Columbus, Ohio, suffered a cyber attack that impacted the City’s services. On July 29, 2024, the…",https://securityaffairs.com/170568/data-breach/city-of-columbus-ransomware-attack-impacted-500000-people.html
New LightSpy spyware version targets iPhones with destructive capabilities,Pierluigi Paganini,2024-11-01T19:51:33Z,"New LightSpy spyware targets iPhones supporting destructive features that can block compromised devices from booting up. In May 2024, ThreatFabric researchers discovered a macOS version of LightSpy spyware that has been active in the wild since at least Janua…",https://securityaffairs.com/170447/malware/lightspy-spyware-targets-iphones.html
New version of Android malware FakeCall redirects bank calls to scammers,Pierluigi Paganini,2024-10-31T00:52:13Z,"The latest FakeCall malware version for Android intercepts outgoing bank calls, redirecting them to attackers to steal sensitive info and bank funds. Zimperium researchers spotted a new version of the FakeCall malware for Android that hijacks outgoing victims…",https://securityaffairs.com/170410/malware/fakecall-malware-intercepts-outgoing-bank-calls.html
Canadian authorities arrested alleged Snowflake hacker,Pierluigi Paganini,2024-11-05T11:19:40Z,"Canadian authorities arrested a suspect linked to multiple hacks following a breach of cloud data platform Snowflake earlier this year. Canadian law enforcement agencies arrested a suspect, Alexander “Connor” Moucka (aka Judische and Waifu), who is accused of…",https://securityaffairs.com/170587/cyber-crime/canadian-authorities-arrested-snowflake-hacker.html
