Title,Author,PublishedAt,Description,URL
Apple Intelligence rollout begins on eligible devices,CBS News,2024-10-28T14:03:00Z,"Your iPhone could become a whole lot smarter Monday with the launch of Apple Intelligence, introducing a slew of AI features on eligible devices. CNET editor-at-large Bridget Carey joined CBS News to discuss the new features.",https://www.cbsnews.com/video/apple-intelligence-rollout-beginning-on-eligible-devices/
Meta Delivers Strong Q3 Report And Upbeat Holiday Outlook; Daily Active Users Grow 5% To Nearly 3.3B,Dade Hayes,2024-10-30T20:30:57Z,"Meta Platforms handily beat Wall Street analysts’ estimates in the third quarter, offering an upbeat view of the holiday quarter as its social networks combined to reach almost 3.3 billion daily users. Earnings per share jumped 37% from the year-earlier perio…",http://deadline.com/2024/10/meta-platforms-q3-earnings-facebook-1236162526/
"Apple Loop: iPhone 17 Pro Design Leaks, Happy Birthday iPod, Explaining Apple’s AI Delay","Ewan Spence, Senior Contributor, 
 Ewan Spence, Senior Contributor
 https://www.forbes.com/sites/ewanspence/",2024-10-25T19:38:27Z,"This week’s Apple headlines; Phone 17 Pro leaks, MacBook Pro launch dates, iPad Mini review, Apple’s AI delay, hearing health on AirPods, Happy Birthday to the iPod, and more.",https://www.forbes.com/sites/ewanspence/2024/10/25/apple-news-headlines-iphone-17-pro-design-leak-ipad-mini-review-macbook-pro-launch-ipod/
"YouTube topping Spotify, Apple in podcast market, new survey finds",CBS News,2024-11-21T14:16:00Z,"New data from Edison Research shows more people are listening to their podcasts on YouTube than Spotify or Apple. Sean Burch, tech and business reporter for the Wrap, joined CBS News to discuss the survey.",https://www.cbsnews.com/video/youtube-topping-spotify-apple-in-podcast-market/
"Jim Cramer on Apple Inc. (AAPL): ‘I Would Wait For A Dip Because The Bears Are All Over It, Every Minute Of The Day’",Syeda Seirut Javed,2024-11-20T22:42:45Z,"We recently compiled a list of the Jim Cramer’s Lightning Round: 8 Stocks to Watch. In this article, we are going to take a look at where Apple Inc...",https://finance.yahoo.com/news/jim-cramer-apple-inc-aapl-224245077.html
"WEBTOON, Dot Inc. Join Forces To Deliver ‘World’s First Tactile Comics’ To All","Steven Aquino, Contributor, 
 Steven Aquino, Contributor
 https://www.forbes.com/sites/stevenaquino/",2024-11-01T19:17:33Z,"Two series, ""Yumi’s Cells"" and ""Hooky,"" will be available in Braille, free of charge, in an effort to ""[expand] access to more fans around the world.""",https://www.forbes.com/sites/stevenaquino/2024/11/01/webtoon-dot-inc-join-forces-to-deliver-worlds-first-tactile-comics--to-all/
10/28: CBS Morning News,CBS News,2024-10-28T14:00:32Z,Trump holds divisive rally at Madison Square Garden; Apple Intelligence rollout begins.,https://www.cbsnews.com/video/102824-cbs-morning-news/
Is Apple Inc. (AAPL) Still a Key Fixture in Warren Buffett’s Portfolio?,,2024-11-24T13:22:44Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_3dcb8d39-ee03-4ee1-a616-d273471512a8
Berkshire Hathaway’s Cash Pile Reaches Record $325.2 Billion,Alexandre Rajbhandari,2024-11-02T13:20:33Z,"(Bloomberg) -- Berkshire Hathaway Inc.’s cash pile reached $325.2 billion in the third quarter, a record for the conglomerate, as Warren Buffett continued to...",https://finance.yahoo.com/news/berkshire-hathaway-cash-pile-reaches-122907911.html
Apple iPhone 16 sales blocked in Indonesia due to local parts rule,Reuters,2024-10-28T09:45:59Z,Tech giant Apple Inc will not be allowed to sell its iPhone 16 smartphones in Indonesia because they have not met the country's rules on the use of locally...,https://finance.yahoo.com/news/apple-iphone-16-sales-blocked-094559342.html
Nvidia Set to Replace Intel in the Dow Jones Industrial Average,Jeran Wittenstein and Jessica Menton,2024-11-01T23:39:51Z,"(Bloomberg) -- Nvidia Corp., the chipmaker at the heart of the artificial intelligence boom, is joining the oldest of Wall Street’s three main equity...",https://finance.yahoo.com/news/nvidia-set-replace-intel-dow-231147426.html
Samsung Galaxy S24 Ultra Price Drops In Major New Best Buy Deal,"Janhoi McGregor, Senior Contributor, 
 Janhoi McGregor, Senior Contributor
 https://www.forbes.com/sites/jaymcgregor/",2024-11-19T17:31:37Z,Best Buy has beaten Samsung to the punch with huge Galaxy S24 discounts.,https://www.forbes.com/sites/jaymcgregor/2024/11/19/samsung-galaxy-s24-ultra-best-buy-black-friday-deal-promotion/
"Apple Inc. (AAPL) Unveils iOS 18.2 Beta with AI Features, Including ChatGPT Integration, Boosting Investor Confidence",,2024-10-25T20:40:21Z,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8f500422-e8b0-4db0-95ee-c46b654e985a
Super Micro Investors Whiplashed as Tech Firm Fights For Listing,Carmen Reinicke,2024-11-22T14:08:52Z,"(Bloomberg) -- A roller-coaster ride for Super Micro Computer Inc. shares is likely to continue for some time, as investors weigh the company’s next steps to...",https://finance.yahoo.com/news/super-micro-investors-whiplashed-tech-140852225.html
Gurman: Apple Working on Home ‘Command Center’ for 2025 Launch,Stephen Hackett,2024-11-13T02:08:52Z,"Writing at Bloomberg: Apple Inc., aiming to catch up with rivals in the smart home market, is nearing the launch of a new product category: a wall-mounted display that can control appliances, handle videoconferencing and use AI to navigate apps. The company i…",https://512pixels.net/2024/11/guman-command-center-2025/
"""Mornings Memory"": Revisiting the rise of super-sized portions in America",CBS News,2024-11-01T14:57:00Z,"In today's ""Mornings Memory,"" we look back at a 1993 CBS report on America's growing appetite for large portions and bulk buying—a trend that now feels as classic as apple pie.",https://www.cbsnews.com/video/mornings-memory-revisiting-the-rise-of-super-sized-portions-in-america/
"Apple to buy Pixelmator, maker of popular photo-editing apps",DIGITIMES,2024-11-04T08:43:36Z,"Apple Inc. agreed to buy software maker Pixelmator, adding a popular high-end photo-editing app to its lineup.",https://www.digitimes.com/news/a20241104VL204/apple-apps-acquisition-software.html
FTC charges online shopping tool Sitejabber for fake product reviews,Michael Crider,2024-11-07T15:58:04Z,"The US Federal Trade Commission (FTC) has made some pretty big changes to how companies are allowed to present themselves on the internet, effectively outlawing fake reviews, reviews posted by company employees, fake review sites, AI-generated reviews, etc.
…",https://www.pcworld.com/article/2514153/ftc-charges-online-shopping-tool-sitejabber-for-fake-product-reviews.html
Apple rolls out first AI features and iMac with M4 processor,DIGITIMES,2024-10-29T08:58:52Z,"Apple Inc., heralding a ""new era"" for its devices, started rolling out its first set of Apple Intelligence features and introduced a new 24-inch iMac desktop with an AI-focused M4 processor.",https://www.digitimes.com/news/a20241029VL207/imac-apple-processor-apple-intelligence-eu.html
‘Joker 2’ Is Now Streaming—How To Watch The Blockbuster Flop At Home,"Monica Mercuri, Contributor, 
 Monica Mercuri, Contributor
 https://www.forbes.com/sites/monicamercuri/",2024-10-29T13:23:23Z,"After a disappointing box office run, ""Joker: Folie à Deux"" is now available to stream on digital platforms. Here's how to watch Joaquin Phoenix and Lady Gaga in ""Joker 2.""",https://www.forbes.com/sites/monicamercuri/2024/10/29/joker-2-is-now-streaming-how-to-watch-the-blockbuster-flop-at-home/
Nvidia has lots riding on this week even as earnings a month out,Jeran Wittenstein and Carmen Reinicke,2024-10-28T09:44:51Z,"(Bloomberg) -- Nvidia Corp. isn’t expected to announce earnings for another month, but results this week from the chipmaker’s biggest customers are about to ...",https://finance.yahoo.com/news/nvidia-lots-riding-week-even-094451841.html
"Qualcomm forecasts beats estimates, shares jump 8.5%",Stephen Nellis and Arsheeya  Bajwa,2024-11-06T21:05:17Z,(Reuters) -Chip designer Qualcomm on Wednesday forecast sales and profit in the current quarter would exceed Wall Street estimates as the company benefits a ...,https://finance.yahoo.com/news/qualcomm-forecasts-sales-profits-above-210517607.html
Apple is attempting to get the iPhone 16 Unbanned in Indonesia by proposing to invest up to another US$100 Million over the next 2-Years,Jack Purcher,2024-11-19T03:53:34Z,Tonight a new report claims that Apple Inc. has increased its offer to invest in Indonesia by almost tenfold,https://www.patentlyapple.com/2024/11/apple-is-attempting-to-get-the-iphone-16-unbanned-in-indonesia-by-proposing-to-invest-up-to-another-.html
"Extra $300 Off on selected products (inc, Apple Macbook, Samsung, Motorola) Pickup(NSW) & Delivery @ Mobileciti",AHUANG,2024-11-11T06:59:15Z,"Single Day 3-Hour Hero Deal (8pm~11pm)

Mobileciti is offering an exclusive Singles Day promotion! Get an extra $300 off(Use code: TD300) on a range of top tech products, including popular brands like Apple MacBook, Samsung, and Motorola. More products will b…",https://www.ozbargain.com.au/node/876196
Apple’s Cook Joins CEO Summit with China Premier as Economy Sags,Bloomberg News,2024-11-25T10:21:08Z,"(Bloomberg) -- Apple Inc. Chief Executive Officer Tim Cook joined more than 20 corporate leaders in discussions with China’s premier Monday, as global...",https://finance.yahoo.com/news/apple-chief-returns-china-beijing-025800892.html
"India Rejects Apple’s Request to Pause Antitrust Report, Reuters Says",Susanne Barton,2024-11-24T21:53:03Z,(Bloomberg) -- Apple Inc.’s request to put on hold a report that found it breached competition laws in India was rejected by the country’s antitrust body...,https://finance.yahoo.com/news/india-rejects-apple-request-pause-215303217.html
Test Driving The 2024 Osprey Double Cab Pickup,"Michael Harley, Contributor, 
 Michael Harley, Contributor
 https://www.forbes.com/sites/michaelharley/",2024-11-20T07:04:17Z,"This is not a 1990s-era Land Rover Defender 110 Double Cab Pickup. It's a brand-new vehicle from Osprey Custom Cars assembled in Wilmington, North Carolina.",https://www.forbes.com/sites/michaelharley/2024/11/20/test-driving-the-2024-osprey-double-cab-pickup/
APPLE-SA-10-28-2024-7 tvOS 18.1,,2024-10-29T01:54:15Z,"Posted by Apple Product Security via Fulldisclosure on Oct 28APPLE-SA-10-28-2024-7 tvOS 18.1

tvOS 18.1 addresses the following issues.
Information about the security content is also available at
https://support.apple.com/121569.

Apple maintains a Security R…",https://seclists.org/fulldisclosure/2024/Oct/15
APPLE-SA-10-28-2024-3 macOS Sequoia 15.1,,2024-10-29T01:54:07Z,"Posted by Apple Product Security via Fulldisclosure on Oct 28APPLE-SA-10-28-2024-3 macOS Sequoia 15.1

macOS Sequoia 15.1 addresses the following issues.
Information about the security content is also available at
https://support.apple.com/121564.

Apple main…",https://seclists.org/fulldisclosure/2024/Oct/11
"Redeem Velocity Frequent Flyer Points for Apple Gift Cards, Get 10% Extra Value @ Velocity Rewards Store",JunkCap,2024-11-10T08:21:42Z,"Just found another good deal on Apple gift cards on Velocity Rewards Store. Foundthis post which eventually led me to research and see if I could get gift cards for a cheaper price and Velocity Rewards Store has some.

So, if you have velocity points lying ar…",https://www.ozbargain.com.au/node/875976
New York City Marathon set for Sunday,CBS News,2024-11-01T13:10:00Z,"More than 50,000 runners on Sunday will be taking on the iconic 26.2-mile course through the Big Apple in the New York City Marathon. Ted Metellus, senior VP of events for New York Road Runners, joined CBS News to discuss the race.",https://www.cbsnews.com/video/new-york-city-marathon-set-for-sunday/
What to know about Apple's AI features and who is eligible for them,CBS News,2024-10-28T12:43:00Z,"Apple is gradually rolling out its new AI features it announced over the summer, including for email, Siri and an image tool. However, users will need an iPhone 15 pro or above to access the features. The company has struggled recently with iPhone sales and i…",https://www.cbsnews.com/video/what-to-know-about-apples-ai-features-and-who-is-eligible-for-them/
"MicroStrategy’s $26 billion Bitcoin cache is larger than IBM, Nike cash holdings","Monique Mulima, Bloomberg",2024-11-16T17:16:52Z,"Only about a dozen companies, led by Apple Inc. and Alphabet Inc., hold more assets in their corporate treasuries.",https://fortune.com/crypto/2024/11/16/microstrategy-26-billion-bitcoin-cryptocurrency-cache-ibm-nike-cash-holdings/
"Samsung Slashes Galaxy S24 Price In New Sale, Last Chance","Janhoi McGregor, Senior Contributor, 
 Janhoi McGregor, Senior Contributor
 https://www.forbes.com/sites/jaymcgregor/",2024-10-29T16:12:09Z,Samsung has launched another early Black Friday sale for the Galaxy S24 Ultra.,https://www.forbes.com/sites/jaymcgregor/2024/10/29/samsung-galaxy-s24-ultra-black-friday-sale-discount-twenty/
Samsung Leak Reveals Surprise New Galaxy Z Fold Model,"Janhoi McGregor, Senior Contributor, 
 Janhoi McGregor, Senior Contributor
 https://www.forbes.com/sites/jaymcgregor/",2024-10-28T15:31:06Z,Samsung has a brand new Fold up its sleeve.,https://www.forbes.com/sites/jaymcgregor/2024/10/28/samsung-galaxy-z-fold-7-leak-new-model-galaxy-z-fold-6-se/
APPLE-SA-10-28-2024-5 macOS Ventura 13.7.1,,2024-10-29T01:54:11Z,"Posted by Apple Product Security via Fulldisclosure on Oct 28APPLE-SA-10-28-2024-5 macOS Ventura 13.7.1

macOS Ventura 13.7.1 addresses the following issues.
Information about the security content is also available at
https://support.apple.com/121568.

Apple …",https://seclists.org/fulldisclosure/2024/Oct/13
APPLE-SA-10-28-2024-4 macOS Sonoma 14.7.1,,2024-10-29T01:54:09Z,"Posted by Apple Product Security via Fulldisclosure on Oct 28APPLE-SA-10-28-2024-4 macOS Sonoma 14.7.1

macOS Sonoma 14.7.1 addresses the following issues.
Information about the security content is also available at
https://support.apple.com/121570.

Apple ma…",https://seclists.org/fulldisclosure/2024/Oct/12
"Apple's next device is an AI wall tablet for home control, Siri, and video calls",DIGITIMES,2024-11-13T09:41:16Z,"Apple Inc., aiming to catch up with rivals in the smart home market, is nearing the launch of a new product category: a wall-mounted display that can control appliances, handle videoconferencing, and use AI to navigate apps.",https://www.digitimes.com/news/a20241113VL205/apple-smart-home-apple-intelligence-market-siri.html
Indonesia Blocks Sale of Apple’s iPhone 16,Claire Jiao,2024-10-28T02:59:05Z,"(Bloomberg) -- Indonesia has blocked Apple Inc. from selling its latest iPhone 16 devices in Southeast Asia’s largest economy, saying the company has yet to ...",https://finance.yahoo.com/news/indonesia-blocks-sale-apple-iphone-025905821.html
Intel is being kicked off a key Dow Jones Index — and Nvidia is taking its place,Craig Hale,2024-11-04T11:29:00Z,"Nvidia, with its $3 trillion market cap, replaces Intel in the Dow Jones Industrial Average index.",https://www.techradar.com/pro/intel-is-being-kicked-off-a-key-dow-jones-index-and-nvidia-is-taking-its-place
Apple、「Apple Intelligence」を提供開始,Al,2024-10-28T17:58:04Z,Apple Inc.が、「iOS 18.1」「iPadOS 18.1」「macOS Sequoia 15.1」と、「tvOS 18.1」「watchOS 11.1」「visionOS 2.1」をリリースしています。 iO … 続きを読む Apple、「Apple Intelligence」を提供開始 →,https://www.applelinkage.com/2024/10/29/apple-intelligence-is-available-today/
Buffett’s Berkshire Buys Stakes in Domino’s and Pool Corp.,Alexandre Rajbhandari,2024-11-14T22:22:34Z,(Bloomberg) -- Berkshire Hathaway Inc. bought stock in Domino’s Pizza Inc. and Pool Corp. during the third quarter as Chairman Warren Buffett cut back on...,https://finance.yahoo.com/news/buffett-berkshire-buys-stakes-domino-214111506.html
"What is Cosmos, the Pinterest alternative for creatives?",joe.foley@futurenet.com (Joe Foley),2024-11-05T07:00:00Z,Great UI design and no 'likes' are drawing people to the new social media platform.,https://www.creativebloq.com/design/social-media/what-is-cosmos-the-pinterest-alternative-for-creatives
Best Design Apps for the Creative Industry,Sarang Sheth,2024-11-10T12:40:27Z,Best Design Apps for the Creative IndustryDid you know that over 70% of designers report using multiple tools in their workflow? The world of design is not just about creativity; it’s...,https://www.yankodesign.com/2024/11/10/best-design-apps-for-the-creative-industry/
Apple Faces UK Class Action Over Data Storage Allegations,Admin,2024-11-14T09:29:56Z,"Apple Inc. faces a lawsuit from a UK consumer group over allegations its monopoly on data storage breaches competition law, in a fresh class action that could ultimately cost the tech giant billions. The iCloud provider is accused of abusing …",https://www.insurancejournal.com/news/international/2024/11/14/801123.htm
APPLE-SA-10-28-2024-8 visionOS 2.1,,2024-10-29T01:54:17Z,"Posted by Apple Product Security via Fulldisclosure on Oct 28APPLE-SA-10-28-2024-8 visionOS 2.1

visionOS 2.1 addresses the following issues.
Information about the security content is also available at
https://support.apple.com/121566.

Apple maintains a Secu…",https://seclists.org/fulldisclosure/2024/Oct/16
"Today Apple won 67 patents covering future Foldable Device Displays, Digital Car Keys and more",Jack Purcher,2024-11-12T15:58:39Z,"Today the U.S. Patent and Trademark Office officially published a series of 67 newly granted utility patents for Apple Inc. In this particular report we cover a patent focused on future foldable device displays and car Keys And, as always, we wrap up this wee…",https://www.patentlyapple.com/2024/11/today-apple-won-67-patents-covering-future-foldable-device-displays-digital-car-keys-and-more.html
Apple less vulnerable to President Trump’s tariffs than ‘many might believe’ – Bernstein,MacDailyNews,2024-11-06T21:02:00Z,"Apple is less vulnerable to increased trade tariffs from President Donald Trump, Bernstein analysts said Wednesday. Bernstein estimated…
The post Apple less vulnerable to President Trump’s tariffs than ‘many might believe’ – Bernstein appeared first on MacDai…",https://macdailynews.com/2024/11/06/apple-less-vulnerable-to-president-trumps-tariffs-than-many-might-believe-bernstein/
